asdf_id,viirs_ntl_annual_v21_avg_masked.2012.mean,viirs_ntl_annual_v21_avg_masked.2013.mean,viirs_ntl_annual_v21_avg_masked.2014.mean,viirs_ntl_annual_v21_avg_masked.2015.mean,viirs_ntl_annual_v21_avg_masked.2016.mean,viirs_ntl_annual_v21_avg_masked.2017.mean,viirs_ntl_annual_v21_avg_masked.2018.mean,viirs_ntl_annual_v21_avg_masked.2019.mean,viirs_ntl_annual_v21_avg_masked.2020.mean,viirs_ntl_annual_v21_avg_masked.2021.mean,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
268,0.649739398474,0.673972614375,0.829028195861,0.946611660776,1.02966533642,1.20316069231,1.2720037316,1.19403442413,1.28208885362,1.39857512419,ADM2,268,THA,THA-ADM2-46861878B11362836,Khok Pho,ADM2
269,0.0907976161345,0.131152385205,0.139086273044,0.143650974091,0.163233260623,0.25956091346,0.237527914418,0.222994053149,0.318736556968,0.537223666704,ADM2,269,THA,THA-ADM2-46861878B88649940,Khok Pho Chai,ADM2
270,0.319274957998,0.347019419811,0.336476456074,0.408968391399,0.443701344104,0.577722947513,0.506701457171,0.549763724832,0.597401017727,0.708780913074,ADM2,270,THA,THA-ADM2-46861878B63983289,Khok Samrong,ADM2
271,0.119036957518,0.153283013018,0.117502361319,0.160644782995,0.172951356593,0.331630344661,0.388776012697,0.340040850359,0.407459466271,0.575062865534,ADM2,271,THA,THA-ADM2-46861878B5292015,Khok Si Suphan,ADM2
272,0.0415732422685,0.0582862391076,0.0718714341031,0.129497458298,0.169694338184,0.336623040924,0.389258371324,0.394008830064,0.397954350042,0.580775945277,ADM2,272,THA,THA-ADM2-46861878B84512588,Khok Sung,ADM2
273,0.0719771585954,0.0773103987463,0.0873081705383,0.115235073797,0.129061475827,0.163732260733,0.155826522188,0.155360264122,0.160196650687,0.214316434176,ADM2,273,THA,THA-ADM2-46861878B48327928,Khon Buri,ADM2
274,0.0924877366408,0.108705999071,0.112253624942,0.114701119855,0.105947907568,0.130786047657,0.135869155198,0.134311306649,0.139844868038,0.168649525963,ADM2,274,THA,THA-ADM2-46861878B24471392,Khon San,ADM2
275,0.197921646894,0.268180026162,0.239206799819,0.290064755423,0.364149937038,0.353538594622,0.390493958626,0.371063660436,0.406944678495,0.452296151713,ADM2,275,THA,THA-ADM2-46861878B73071490,Khon Sawan,ADM2
276,0.154281514867,0.163025571531,0.15022679891,0.189005356567,0.226569572236,0.300260469816,0.316839121598,0.403300898582,0.45385090065,0.511932855044,ADM2,276,THA,THA-ADM2-46861878B28919108,Khong,ADM2
277,0.227788262154,0.259653903127,0.207400169857,0.309824386941,0.330889669888,0.549024145167,0.563817803076,0.49110343723,0.604036244836,0.739602016827,ADM2,277,THA,THA-ADM2-46861878B20268257,Khong Chai,ADM2
